item_uuid	service_item_name	Did Lucy answer the call in EN? (Y/N)	Did Lucy end the call in CN? (Y/N)	Was call redirected (Y/N)	Did Service Ticket matched (y/n)	FCS1 Service Item	FCS1 Remarks (please highlight the cell when transcript did not match your dialog)	found in job_items.txt
747eab3d-358c-4428-94de-45bdf99eac11	Bath gel	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** Please deliver some baby gel to my room right now. **Concierge:** Certainly! We'll have the baby gel delivered to your room shortly. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, please have a good stay"	
eb684d26-041b-4e7e-ac5e-cb2ad1ad0c63	Bath mat	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** Please get me a baby mat to my room. **Concierge:** Certainly! I'll send one up right away. Anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
ed4709ff-5da3-4df5-be25-0676e72b97d4	Bath robe	Y	N	N	N	Cleaning of Bathroom	"bathroom. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** Can you send me a bathroom to my room now? **Concierge:** Of course! We'll arrange for a bathroom to be sent up right away. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
f8e9f709-9e4b-471f-81a1-33351d296a7d	Bath towel extra	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** I need an extra bath power, please bring it to my room now. **Concierge:** Certainly! I'll send someone to your room right away to get that for you. Do you need anything else? **Guest:** No thanks. **Concierge:** Thank you, have a good stay"	
fb786912-26a1-4227-a24c-b35b285e5354	Bath towel replaced	Y	Y	N	N	Need Assistance	"others. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** I need my buff power to be replaced in my room. **Concierge:** Certainly! I'll send someone to replace your bathroom sink tap right away. Do you need anything else? **Guest:** 多謝您 **Concierge:** 感谢您的来电，再见"	
b2eeb76c-9190-463f-8941-405c8ba6a91c	Bedsheet	Y	N	N	N	Combine the beds	"bed. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** Hi, I will need a new bed. **Concierge:** Of course, I'll send someone up right away to get that for you. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
abc1570d-94d6-41c7-a971-4e4f191197a0	Bedside Socket Not Working	Y	Y	N	N	Need Assistance	"others. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** May I know why the dead side socket is not working? Can someone please come and take a look? **Concierge:** Of course, we'll send someone to check it out right away. Do you need anything else? **Guest:** 谢谢 **Concierge:** 好的，祝您一切顺利"	
b71c46e2-cdbd-494c-bf9b-11b7edcb9ad4	Refill Hand Soap	Y	N	N	N	Bath soap	"soap. **Concierge:** Hello mr. Kevin Fong, this is Lucy at the front desk. How may I help you? **Guest:** Can you send someone to refill the head soap in the room? **Concierge:** Certainly! I'll have someone come by right away to refill your head soap. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, please have a good stay"	
1605ceea-54be-4f9a-8a35-c702438d7d6d	Electric kettle faulty	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** The electric capital isn't working, can it be checked? **Concierge:** Of course! We'll send someone to check it out right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
6c1845bb-3eb0-4ecb-bdbe-c2ed3b21895f	Entrance Rug to Vacuum	Y	N	N	N	Entrance Door	"entrance. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Can someone vacuum the rock at the entrance? **Concierge:** Of course! We'll arrange for that right away. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
19ed0e4a-637e-4ed3-ab70-30e683a5af2e	Entrance Wall Socket	Y	N	N	N	Entrance Door	"entrance. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Is the wall forked near the entrance safe to use? **Concierge:** Of course! We'll send someone to assist you right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
8a76ed09-5731-4041-ba45-2ffb070666ad	Exit Light Fused	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Can you replace the fuse at the light? **Concierge:** Of course! I'll send someone to replace the fuse right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
b0f663b7-4bb1-4582-9ce9-10da8aef38dd	Exit Signage Detached	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** The azid finage looks detached can be fixed. **Concierge:** Certainly! We'll arrange for that right away. Is there anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
d4b4566b-1d94-468d-b6a8-3534b4071c04	Extension cord	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Can I request an extension code? **Concierge:** Certainly! An extension code will be sent to your room shortly. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
e8b8fa53-1d07-46be-9c76-a0eb6abf6760	Extra Pillow - Standard	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Can I have an extra standard below? **Concierge:** Certainly! We'll send one up right away. Anything else you need? **Guest:** No, thank you. **Concierge:** Thank you, take care"	
21a19b0a-1ae2-4b44-9e44-2318e07b8636	Face towel	Y	N	N	N	Handheld Shower Head Holder Loose	"shower. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Could I request an extra face shower? **Concierge:** Absolutely! We'll arrange that right away. Anything else you need? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
625710eb-ff7b-4bdb-992d-6cf199f6545e	Glass Wall - Broken or Cracked	Y	N	N	N	Extra Glasses	"glass. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** There is crack on the glass wall. Can it be infected? **Concierge:** We'll send someone to repair it right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
ab987fff-424d-4471-bb98-12ccc8ddbc7e	Guest Lift Mirror to Clean	Y	N	N	N	Make up room	"cleaning. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** May I request cleaning for the gas lift mural? **Concierge:** Absolutely! We'll send someone up right away to clean that area. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
2cb4ad07-2cc3-4e97-870f-6e3969d21920	Guest Lift To Clean	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Could the gas leaf be clean? **Concierge:** Of course! I'll send someone up right away to clean the gas leaf. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
f715029f-8750-4918-a8d4-de282449c192	Handicapped Lift to Clean	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Could the handicapped leaf be clean? **Concierge:** Certainly! We'll send someone to clean the handicapped leaf right away. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
2318fdd4-25eb-4637-b3c3-ae4a4462e422	Hanging Light Fused	Y	N	N	N	Air con Issue	"sea. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** One of the hanging slide head seals can be replaced. **Concierge:** Certainly! I'll send someone to replace the seal right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
57829c90-7222-4f19-b1a2-ee3e05c2dd9d	Ice Bin - Dripping / Leaked	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** The ice bean appears to be leaking. Can you check? **Concierge:** We'll send someone to fix that right away! Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
da3be01c-bc7d-4739-a554-20f6b872d4a8	Kitchen Door Faulty	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** The keyboard seems 40. Can you inspect it? **Concierge:** Absolutely! We'll send someone to fix that right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
7ca5422c-b608-4d2f-bdb1-d87d3ecf578e	Replace Bath rug	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Can the buff rock be replayed? **Concierge:** Certainly! We'll have that ready right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, take care"	
2891e469-a5d2-4948-a189-5dd12c987aa8	Replenish M fold towel	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** May I request more ample double? **Concierge:** Certainly! We'll send an additional bed right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
85d4afe3-2a0d-4d33-9723-9e76d748318f	Request for city map	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** Can I get a CD map? **Concierge:** Certainly! I'll send one up right away. Anything else you need? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
df84d033-e872-4d3c-8508-5fd175ec466b	Room Condensation	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** There's condensation in my room's KDB address. **Concierge:** We'll send someone up right away to fix that. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
20e369b7-e303-4666-9f7a-4fe1b6e74036	Room lights are not working	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** A room light on working, can you fix them? **Concierge:** Of course! I'll have someone come by right away to check on that. Can I help with anything else? **Guest:** No thank you **Concierge:** Thank you, have a good stay"	
b7bfa756-65a8-4d38-8837-b5edc5c34689	Room skirting	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello ms. Priya Nakirasamy, this is Lucy at the front desk. How may I help you? **Guest:** The scutting in the room has come loose. Can it be repaired? **Concierge:** Of course! We'll send someone up right away to fix that for you. Do you need anything else while we're here? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
8404efa7-f778-4a79-994d-e0079f32b330	Blinds Horizontal Bar Loose	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** The Bluntly Horizontal Bar is loose. Please help to fix it. **Concierge:** Of course! We'll send someone to fix the bar right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
cb8f6141-2362-4e36-a7ed-44708121fbcd	Bottle sterilizer	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need a bottle stir-fryer. **Concierge:** Certainly! I'll send one up right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
5023703a-462f-4263-a20a-cbde03a899bb	Bunk bed lamp fused	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** The bound bit length is filled. Can you track? **Concierge:** Certainly! We'll start tracking right away. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, take care"	
126f4bfc-26e5-4a09-838f-cbf52e76d8c3	Bunk Bed Pole Loose	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Can you check the Bung Bit O? It is loose. **Concierge:** Of course, we'll send someone to fix that right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
bb2c3b3b-7f4e-42c7-9898-77bfb61a0fa0	Carpet (Guest Room Corridor)	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Come in the guest room corridor is dirty. **Concierge:** We'll send someone to clean up right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
9332a260-b827-45e5-9ddf-84734eb7dab7	Ceiling Light Fused	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** The leading light is filled, can you check? **Concierge:** Certainly! We'll send someone to check right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
d127cceb-770c-42db-acc6-ecf885e8e80b	Ceiling Painting	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** The painting in the ceiling is **Concierge:** We'll send someone up right away to take a look at that. Do you need anything else while we're waiting? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
cec967e3-01ac-40d0-b824-7691399c05fb	Chair for Repaint	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Please repaint the chain. **Concierge:** Certainly! I'll have someone come paint the chain right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, please have a good stay"	
193775e3-1172-4344-9a63-9b30c7904e63	Child bathrobe	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need a childbuff rope. **Concierge:** Certainly! I'll send one up right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
580e4087-2e3b-43f7-8240-4148f470d7f1	Coffee Decaf Sachet	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need some coffee decave circuits. **Concierge:** Certainly! I'll send someone to get those for you right away. Do you need anything else? **Guest:** Now, thank you. **Concierge:** Thank you, and take care"	
764189ce-adf6-45c9-91cc-6ace9ab9f43e	Coffee Sachet	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need some coffee set to it. **Concierge:** Certainly! We'll have a coffee set delivered right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, please have a good stay"	
a10ce9b7-ca2b-492e-828a-01a5a76db3e4	Coffee sachets	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need some coffee circuits. **Concierge:** Certainly! I'll send some coffee circuits up right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
42ee74a5-4142-4935-8fc9-d91b412b24cb	Corner guards	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need some corner guts. **Concierge:** Certainly! I'll send someone to get those for you right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
5f683fc2-1994-4f91-9f6f-411b48f3a315	Cotton buds	Y	N	N	N	Babycot	"cot. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need some cotton box. **Concierge:** Certainly! I'll send someone to get some cotton boxes right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
99fbd2b2-32e0-4987-a751-bc7b09ab70c5	Cove Light Fused	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** The cough light is fierce. **Concierge:** Certainly! I'll send someone to replace the cough light right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
e8d7be57-83cd-4c8e-97fb-7fc1ceda053a	Creamer sachets	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need some creamer stitches. **Concierge:** Certainly! I'll send someone up right away to get you some creamer and stitch. Is there anything else you need? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
08408157-2e14-4722-8f89-da6e3bee87d9	Dehumidifier	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need a dehyl medifier. **Concierge:** Certainly! I'll send one right away. Anything else you need? **Guest:** No, thank you. **Concierge:** Thank you, take care"	
8c9168d2-8586-458a-95cc-f2cad974eda9	Setup dining room for dinner in suite	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Then you set up the dining room for dinner. **Concierge:** Certainly! We'll arrange for dinner service to start at 6:00 PM. Is there anything else you need assistance with? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
1c14e907-d21c-4f07-ab63-3b99c2221cc8	Setup jacuzzi in suite	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Then you set up the jakuji in the suite. **Concierge:** Certainly! We'll arrange for the Jakuti to be set up in your suite as soon as possible. Is there anything else you need assistance with? **Guest:** Thank you. **Concierge:** Thank you, please have a good stay"	
ea6483fd-433d-48a6-9ece-627511c7db6d	Shoe horn	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Any Su Hon? **Concierge:** I apologize, we do not have any rooms named Su Hon. Can I assist you with anything else? **Guest:** I need a shoe horn. **Concierge:** Certainly! We'll send one up right away. Do you need help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, please have a good stay"	
48809055-3b70-45ee-93aa-9a12448c48f6	Shoe mitt	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** I need a shoe, mitts. **Concierge:** Certainly! I'll send some shoe mitts up right away. Do you need anything else? **Guest:** No, thank you. **Concierge:** Thank you, have a good stay"	
8af70431-9a1d-4100-bd75-d13c1e9f431d	Shoes Shine Services	Y	N	N	N	Need Assistance	"others. **Concierge:** Hello mr. Tham KY, this is Lucy at the front desk. How may I help you? **Guest:** Do you have full shine services? **Concierge:** Absolutely! We'll arrange that right away. Can I help with anything else? **Guest:** No, thank you. **Concierge:** Thank you, take care"	
